Month,DayOfWeek,IsWeekend,PaymentMethod,PurchaseAmount,Item,Rating
7,6,1,Credit Card,857.9583264588845,Dress,2
11,6,1,Cash,121.20448323915949,Scarf,2
7,0,0,Credit Card,917.2737618565304,Belt,6
6,1,0,Cash,921.0022386048051,Jacket,2
8,3,0,Credit Card,23.32976216900466,Scarf,5
11,2,0,Cash,901.3159304467603,Sneakers,4
6,6,1,Credit Card,947.3497390577547,Belt,1
10,5,1,Credit Card,47.314879010541745,Scarf,4
3,5,1,Cash,301.2246602729702,Scarf,6
4,6,1,Cash,379.3764317479652,Belt,2
3,2,0,Credit Card,355.4015673457262,Scarf,5
1,4,0,Credit Card,761.4132048974873,T-shirt,5
10,5,1,Cash,364.5234146316283,Dress,4
5,3,0,Cash,957.0130217957949,Skirt,2
1,6,1,Cash,995.0426990516906,Jacket,5
1,6,1,Cash,323.65068199918414,Scarf,5
2,6,1,Credit Card,513.7127456744417,Handbag,5
4,2,0,Credit Card,562.1287818970073,Skirt,6
6,4,0,Credit Card,583.608801667391,Belt,2
8,1,0,Credit Card,380.4669042533466,Handbag,2
3,6,1,Credit Card,174.33356693924136,Handbag,4
1,1,0,Credit Card,64.0149363138164,T-shirt,2
3,3,0,Cash,115.28517899333382,Scarf,5
12,3,0,Credit Card,902.2783252179028,Jacket,4
3,3,0,Cash,287.571256554302,Jacket,6
5,5,1,Cash,86.05475337893408,Sneakers,4
11,3,0,Cash,627.2944025489094,Handbag,5
12,6,1,Cash,84.55407974867244,T-shirt,3
12,2,0,Credit Card,79.35241027233401,Dress,2
4,2,0,Cash,625.3548008125093,T-shirt,2
4,4,0,Cash,595.4812917565453,Sweater,3
9,2,0,Credit Card,51.06251408046051,Handbag,6
7,5,1,Cash,465.8730560925793,Belt,2
4,1,0,Cash,441.41062482697424,Jacket,1
3,4,0,Credit Card,551.2222384055294,Sweater,1
6,2,0,Cash,740.4662633324195,Scarf,2
3,3,0,Credit Card,289.97204708657216,Skirt,5
6,2,0,Credit Card,438.4524807479722,Belt,1
11,0,0,Credit Card,794.8152575173553,Jeans,2
11,4,0,Credit Card,923.330826555963,Sweater,4
12,6,1,Credit Card,892.4097433193792,Dress,4
9,6,1,Cash,482.8546425731013,Scarf,4
6,5,1,Credit Card,525.6571390320809,Jacket,6
12,2,0,Credit Card,533.8143877306378,Handbag,4
4,2,0,Credit Card,870.02841401041,Sneakers,6
5,5,1,Credit Card,841.5401118686208,Sneakers,6
6,1,0,Credit Card,318.4172032598916,Dress,6
11,3,0,Cash,171.2211925278149,Dress,4
3,3,0,Cash,385.1848158771806,Sneakers,2
8,1,0,Credit Card,295.5223194169071,Jacket,6
4,1,0,Cash,951.2729175667604,T-shirt,1
8,0,0,Credit Card,273.25652264426503,Sweater,5
10,5,1,Credit Card,189.3946149096662,Sneakers,2
10,4,0,Credit Card,900.4842719336234,Sweater,4
3,3,0,Cash,95.6138183125103,Sneakers,5
10,1,0,Credit Card,267.6633909121956,T-shirt,2
7,1,0,Credit Card,444.7200820605825,Sweater,1
11,5,1,Cash,599.1563043780852,Skirt,4
12,6,1,Credit Card,334.39616740957325,Sneakers,4
9,4,0,Cash,501.27165695179497,T-shirt,5
4,1,0,Cash,206.84287456630042,Handbag,5
8,6,1,Credit Card,578.5313790232306,Jeans,2
3,0,0,Cash,413.7386401968629,Jacket,5
7,4,0,Credit Card,850.7670903957659,Belt,3
3,6,1,Cash,421.57679205476586,Sneakers,1
12,0,0,Cash,449.37726370322974,Jacket,4
7,2,0,Cash,596.2532394489884,Skirt,3
11,3,0,Credit Card,131.93830403617204,Dress,2
10,1,0,Cash,165.22722493921825,Handbag,2
10,6,1,Credit Card,792.3353697549679,Dress,3
11,4,0,Credit Card,280.68459134815157,Scarf,3
11,0,0,Credit Card,687.8499596391714,T-shirt,2
6,3,0,Cash,106.45270027743011,Dress,6
2,3,0,Cash,823.628193714833,Handbag,1
11,1,0,Credit Card,988.3458298097676,T-shirt,3
3,6,1,Credit Card,379.9540357557065,Scarf,5
6,3,0,Credit Card,510.4748008957477,Skirt,2
4,1,0,Credit Card,448.2848600414042,T-shirt,5
6,6,1,Credit Card,895.2458711526333,Belt,1
1,6,1,Credit Card,19.83469731991082,Handbag,1
10,2,0,Cash,656.9247279521977,Jeans,4
12,1,0,Credit Card,655.8445900754975,T-shirt,3
1,5,1,Credit Card,388.56115821497355,Dress,4
3,0,0,Credit Card,227.1403056958444,T-shirt,3
8,5,1,Credit Card,247.28585460088533,Scarf,6
8,6,1,Cash,802.4594800017522,T-shirt,3
11,6,1,Cash,75.44206541120944,Sweater,2
4,3,0,Credit Card,568.1859048116154,Skirt,1
6,3,0,Credit Card,313.7721969484829,Sneakers,2
8,3,0,Credit Card,272.5953343436372,Scarf,2
7,6,1,Cash,510.6802888757256,Scarf,3
11,1,0,Cash,898.8828912169694,Skirt,4
7,4,0,Cash,621.9109998469576,Dress,4
4,1,0,Credit Card,790.7245214777703,Jeans,5
9,0,0,Cash,604.6769414702521,Handbag,3
12,1,0,Credit Card,700.7386220740133,Belt,3
10,3,0,Credit Card,438.0835723053627,Jacket,4
6,2,0,Credit Card,926.721818856102,Skirt,1
12,0,0,Credit Card,506.91963023476933,Jeans,3
11,5,1,Credit Card,556.2569225344955,Handbag,3
3,2,0,Cash,529.7158482223011,Jacket,1
5,0,0,Cash,323.02712996326926,Sweater,1
5,0,0,Cash,238.9260512431938,Sneakers,5
5,6,1,Credit Card,83.09661447439946,Sweater,4
8,3,0,Cash,720.9932321825231,Sweater,4
9,6,1,Credit Card,296.3825105386671,T-shirt,2
9,5,1,Credit Card,395.3059835636511,Handbag,2
6,1,0,Credit Card,920.7288810989505,Jacket,6
6,6,1,Cash,570.782875917755,Belt,2
9,5,1,Cash,106.10728326489887,Scarf,1
4,3,0,Cash,801.6157936956112,Sneakers,2
6,3,0,Cash,263.5692931183609,Belt,2
4,6,1,Credit Card,557.1787842197207,T-shirt,6
11,3,0,Credit Card,514.8816601153507,Skirt,4
1,2,0,Credit Card,245.6980539283619,Skirt,3
7,5,1,Credit Card,124.61332444663525,Jeans,4
10,5,1,Credit Card,219.1489904300184,Sneakers,2
11,0,0,Cash,106.36442156832594,Belt,1
12,4,0,Cash,282.8717387625802,Dress,5
6,1,0,Credit Card,997.3245356300899,Sneakers,6
9,3,0,Credit Card,408.0713425889687,Jeans,3
7,5,1,Credit Card,865.2495074216602,Dress,1
7,5,1,Credit Card,553.6859152077708,Skirt,1
2,0,0,Credit Card,669.9172485403956,Jacket,4
12,1,0,Cash,164.78449005305063,Dress,3
11,4,0,Credit Card,282.0578087477557,T-shirt,3
9,4,0,Cash,515.3389887986363,Jeans,5
10,3,0,Cash,882.3319998845722,Skirt,4
9,4,0,Credit Card,52.45915552609077,Jeans,2
6,4,0,Credit Card,511.8507599700637,Sweater,2
3,6,1,Cash,60.50209038334561,Jeans,4
1,1,0,Cash,462.25444968478973,Jacket,5
4,1,0,Cash,632.5794777393105,T-shirt,1
3,6,1,Credit Card,747.2759595140243,Sneakers,5
12,3,0,Cash,147.14668520802044,Skirt,3
1,5,1,Credit Card,174.9095306267346,Sweater,3
3,0,0,Cash,475.3642724748727,Sweater,5
4,3,0,Credit Card,998.0560933992833,Scarf,1
8,2,0,Credit Card,362.4863673001958,Handbag,2
9,4,0,Cash,433.2521530892812,Skirt,5
3,6,1,Credit Card,438.12227538640605,Jeans,5
6,0,0,Credit Card,89.89381314352448,Dress,3
10,5,1,Cash,776.4304238370954,Sweater,4
11,5,1,Credit Card,260.5705091818464,Dress,2
5,1,0,Cash,706.6303863140906,Jeans,2
6,2,0,Cash,480.3389800472348,Belt,2
4,5,1,Cash,615.6619447971901,Handbag,1
10,2,0,Credit Card,63.431920130046294,Handbag,1
6,4,0,Credit Card,891.0660275724006,Dress,2
7,1,0,Cash,251.4182017255162,T-shirt,1
9,0,0,Credit Card,673.3944336258286,Sneakers,2
10,1,0,Cash,800.0389209455001,Handbag,4
7,4,0,Cash,544.6383301103651,Dress,4
6,6,1,Cash,343.9606818578379,Handbag,2
1,5,1,Credit Card,978.124340736266,Sneakers,4
2,2,0,Credit Card,285.6553161379887,Belt,4
1,6,1,Credit Card,949.1757137520377,Scarf,4
9,4,0,Cash,164.66189234788445,Sneakers,4
10,5,1,Cash,395.32991020712007,Skirt,4
10,3,0,Credit Card,147.1106283058292,Scarf,2
9,2,0,Credit Card,12.218068342959054,Scarf,5
7,4,0,Cash,267.65595499251015,Skirt,3
2,0,0,Cash,96.33829690976516,Jeans,3
6,0,0,Cash,986.4820678594438,Dress,1
11,5,1,Cash,764.0367847722846,Sneakers,4
4,5,1,Credit Card,13.66774835878873,Handbag,2
1,0,0,Credit Card,231.4101189753562,Scarf,2
1,3,0,Cash,673.4229988708797,Jacket,6
12,1,0,Cash,404.56659203310693,Scarf,4
5,0,0,Credit Card,833.5241374137851,Belt,5
12,5,1,Cash,509.8121705919743,Jacket,4
2,5,1,Cash,657.1149055351049,T-shirt,5
4,3,0,Credit Card,601.0670236185358,Scarf,1
1,0,0,Credit Card,641.7872116173979,Scarf,3
4,3,0,Credit Card,237.7978652889083,Skirt,5
11,0,0,Cash,379.5565448141297,Skirt,3
6,1,0,Cash,60.122960335846464,Sneakers,5
10,4,0,Credit Card,591.7601495413267,Skirt,4
4,0,0,Credit Card,464.66587745501784,Jeans,5
1,4,0,Cash,763.1089875288816,T-shirt,1
7,0,0,Cash,214.3186399754257,Jacket,6
2,1,0,Cash,442.4439949071238,Sweater,5
9,6,1,Credit Card,188.93797872681236,Dress,2
3,5,1,Credit Card,617.8394329959576,Jeans,5
8,4,0,Cash,849.5499539463375,Skirt,4
8,3,0,Credit Card,767.7888159644951,Jacket,3
3,0,0,Credit Card,944.7559929045783,T-shirt,4
4,5,1,Credit Card,972.0085240449552,Skirt,5
2,0,0,Cash,774.3135289061707,Jeans,5
4,3,0,Cash,293.93802452645605,Skirt,1
11,1,0,Credit Card,227.06876344316507,T-shirt,2
11,2,0,Cash,453.0735442034542,Sweater,4
11,0,0,Credit Card,993.9448576313495,Handbag,2
9,6,1,Credit Card,418.54134060898383,Belt,3
2,3,0,Cash,207.07772646654607,Scarf,5
12,2,0,Credit Card,944.8994490054085,Sneakers,4
12,0,0,Credit Card,392.0587978200625,Sneakers,3
3,4,0,Credit Card,693.9898983553546,Sweater,1
11,5,1,Credit Card,790.271448828441,Belt,3
11,5,1,Credit Card,844.7243430389387,Belt,3
4,3,0,Credit Card,823.0675832515625,Scarf,1
5,4,0,Cash,837.8843943699803,Handbag,3
1,1,0,Credit Card,670.976893302102,Handbag,4
7,2,0,Cash,409.79275857973533,Jacket,3
10,3,0,Cash,670.6139855231987,Jeans,4
7,6,1,Cash,838.3669907193141,Handbag,3
9,0,0,Cash,357.1360399781768,Dress,3
4,5,1,Cash,303.5429103891197,Belt,1
6,0,0,Credit Card,350.27014493411184,Skirt,5
11,2,0,Credit Card,555.7705620690747,Jacket,3
2,4,0,Cash,61.91943606580508,Dress,5
12,4,0,Credit Card,781.1811108266716,Handbag,5
12,3,0,Cash,147.4634388656999,Jacket,3
4,3,0,Credit Card,141.5102702162578,Sneakers,4
2,4,0,Cash,205.68254796254396,Sneakers,6
10,3,0,Cash,581.1581606227734,Skirt,4
5,4,0,Cash,292.7126920459164,Jeans,2
7,2,0,Credit Card,374.40942569668675,Skirt,2
1,3,0,Credit Card,932.3326198683466,Handbag,5
10,4,0,Cash,848.7301581772153,Sweater,5
10,3,0,Cash,853.6686277737346,Skirt,4
7,0,0,Credit Card,581.865414992728,Jeans,6
10,5,1,Credit Card,867.8014858175759,Jacket,2
6,0,0,Cash,780.780167087148,Sweater,1
6,1,0,Cash,953.7044348819517,Jeans,2
12,4,0,Cash,73.72472097169639,Jacket,4
8,1,0,Credit Card,38.43986231739354,Handbag,4
8,4,0,Cash,183.2796413166522,Sneakers,3
6,5,1,Credit Card,929.7939723028958,Jeans,6
3,3,0,Credit Card,609.5094548947035,Dress,6
5,4,0,Cash,431.8513925183281,Dress,3
2,0,0,Credit Card,517.5839508613902,Skirt,4
5,3,0,Cash,831.3085423453933,T-shirt,2
9,5,1,Cash,929.8188958458849,Dress,3
10,0,0,Credit Card,732.4018459678008,Jeans,2
1,3,0,Cash,762.2493546079234,T-shirt,6
10,4,0,Credit Card,327.1742637221996,Jeans,4
5,4,0,Credit Card,472.3648433217938,Dress,2
12,0,0,Cash,886.3580915364543,T-shirt,4
6,2,0,Credit Card,788.0747689718518,Belt,1
11,4,0,Credit Card,687.4282092767343,Dress,4
7,2,0,Cash,74.59436752923921,Skirt,6
9,3,0,Credit Card,49.11214725941531,Sweater,5
6,2,0,Cash,139.1068336828551,Dress,5
5,0,0,Cash,585.577188205855,Belt,1
12,1,0,Credit Card,541.0229788677384,Jeans,3
7,1,0,Credit Card,943.2639182815833,Sneakers,1
1,0,0,Cash,697.8120436429624,Jacket,4
11,6,1,Credit Card,301.03289117197176,T-shirt,3
5,1,0,Cash,169.88133087754034,Sweater,6
2,0,0,Credit Card,851.0379069350981,Sweater,4
4,4,0,Cash,465.02786265213393,Scarf,3
7,2,0,Cash,656.9348024347603,Sneakers,3
5,1,0,Credit Card,569.4921705248948,Jeans,6
12,4,0,Credit Card,116.38178267526867,Handbag,3
6,1,0,Credit Card,66.48779984500877,Sweater,4
2,3,0,Cash,383.2480078192494,Dress,1
3,0,0,Cash,367.93479457026046,Handbag,5
7,0,0,Credit Card,677.0601318392173,Belt,6
11,4,0,Credit Card,635.8784050101501,Jeans,4
2,6,1,Cash,969.2515191793544,Skirt,6
12,3,0,Credit Card,859.5185077438559,Belt,4
6,2,0,Credit Card,501.616700517535,Handbag,1
5,3,0,Cash,505.02509903706857,Scarf,2
10,6,1,Credit Card,677.3879368215675,Jeans,3
1,3,0,Cash,122.94967694554279,Skirt,4
12,5,1,Cash,999.8916589850786,Sneakers,4
11,2,0,Credit Card,523.6200202311877,Handbag,3
10,2,0,Credit Card,910.8058251698802,Skirt,3
11,3,0,Credit Card,967.6827713056858,Handbag,4
4,1,0,Cash,585.8263125032428,T-shirt,1
11,5,1,Cash,112.3151610495276,Jacket,2
2,1,0,Cash,577.6123503357715,Handbag,5
4,3,0,Credit Card,601.6660127943269,Belt,1
1,1,0,Cash,791.3012054055977,Sweater,5
2,2,0,Cash,57.74697432495709,Dress,4
8,2,0,Cash,471.65221352314296,Jeans,3
6,1,0,Credit Card,923.542555753445,Dress,6
2,2,0,Cash,991.3860878918669,Skirt,6
12,0,0,Credit Card,199.46885197164528,Skirt,2
6,2,0,Credit Card,871.8930028076848,Jacket,1
10,3,0,Cash,154.78805601433766,Scarf,4
9,4,0,Cash,842.7626902222181,Sneakers,5
7,1,0,Cash,284.50495019298694,Handbag,1
9,5,1,Credit Card,960.029013388651,Belt,2
5,6,1,Credit Card,698.5417833916307,Dress,1
7,1,0,Credit Card,405.1194953758619,Scarf,1
11,6,1,Credit Card,288.1635966090846,Handbag,2
7,6,1,Cash,242.8851521997009,Scarf,2
12,2,0,Cash,683.9844037295893,Handbag,5
12,2,0,Credit Card,896.8330925511128,Scarf,4
3,4,0,Credit Card,757.3925499182002,T-shirt,1
7,4,0,Credit Card,836.4436226363769,Sweater,3
1,5,1,Credit Card,783.5699299581918,Sweater,4
9,3,0,Credit Card,979.3561898330391,Sneakers,3
10,0,0,Credit Card,760.2268775580616,Sweater,2
6,3,0,Credit Card,218.12623328557106,Handbag,6
5,5,1,Credit Card,793.6824808197697,Handbag,6
7,1,0,Cash,328.84866737495287,Sweater,2
5,2,0,Cash,995.8418640362296,Skirt,2
10,3,0,Credit Card,382.9058938991451,Scarf,4
5,6,1,Cash,299.86581828875757,Sneakers,1
11,2,0,Cash,246.82382565382244,Jacket,3
10,2,0,Cash,661.9295055377861,Jacket,4
11,3,0,Credit Card,118.12887750365589,T-shirt,2
7,3,0,Credit Card,954.0242829156422,Sneakers,2
10,6,1,Credit Card,301.36955185670575,Jeans,3
7,6,1,Cash,302.44660492808754,Jeans,3
11,4,0,Credit Card,55.60543474998852,Skirt,2
3,5,1,Cash,253.55734269483844,Dress,5
3,5,1,Credit Card,424.7895621194753,Belt,5
10,6,1,Credit Card,375.91032632197863,Jacket,3
12,0,0,Cash,280.289722221858,Scarf,3
3,6,1,Credit Card,50.336399460806234,Sweater,3
6,4,0,Cash,307.57555986958596,Sneakers,3
12,0,0,Credit Card,780.5476288804889,Dress,3
6,3,0,Credit Card,444.40436245637653,Belt,2
3,5,1,Credit Card,297.8675941227265,Dress,4
3,5,1,Cash,311.74421280647823,Belt,6
8,0,0,Credit Card,558.8932007289618,Sneakers,1
8,1,0,Cash,309.269750961684,Sweater,3
7,4,0,Cash,634.4893466675327,Sneakers,4
10,4,0,Cash,989.5599685878639,T-shirt,5
4,4,0,Credit Card,50.7646337762676,Jeans,5
4,5,1,Credit Card,177.049388140395,T-shirt,4
3,2,0,Credit Card,187.31646983613382,Jeans,4
5,5,1,Credit Card,452.5996147526949,Scarf,6
3,2,0,Credit Card,51.004524932840695,Dress,3
8,5,1,Cash,482.7463619650915,T-shirt,3
7,3,0,Cash,929.63551049589,Sneakers,3
3,5,1,Cash,21.44844780577496,Handbag,3
9,3,0,Cash,371.2894785133292,Belt,4
12,2,0,Cash,763.2848343898551,T-shirt,5
5,4,0,Cash,162.94955533047693,Dress,2
9,2,0,Credit Card,86.78341250127671,Scarf,6
7,0,0,Cash,634.4707518900121,Skirt,2
7,4,0,Cash,19.851399959012607,Jacket,6
6,5,1,Cash,803.7527862580187,Handbag,2
2,5,1,Cash,76.18422603043778,Skirt,3
9,5,1,Credit Card,529.1107168261573,Sneakers,2
6,5,1,Cash,742.72643312545,Jeans,2
8,5,1,Credit Card,249.59087885901263,Skirt,6
1,2,0,Credit Card,112.50476030351014,Jeans,2
5,6,1,Cash,183.86653875437057,Sweater,1
12,3,0,Cash,856.1367362156584,Scarf,5
1,6,1,Credit Card,708.7224887355037,Skirt,4
10,2,0,Cash,206.11706872294678,Scarf,3
11,1,0,Cash,718.9595891596846,Scarf,4
8,6,1,Cash,711.5319885065999,Dress,3
8,2,0,Credit Card,997.7478471249009,Jeans,2
1,4,0,Cash,397.6404632906533,Jacket,1
9,5,1,Credit Card,866.2049592013432,Jeans,2
2,2,0,Credit Card,451.97825911308684,Sweater,5
12,6,1,Credit Card,898.7826213807972,Scarf,4
9,3,0,Cash,100.68449410795981,T-shirt,2
1,6,1,Credit Card,183.5595038239917,Handbag,3
12,5,1,Cash,851.4548194360231,Sneakers,4
10,6,1,Credit Card,821.1073208643411,Belt,3
9,0,0,Cash,312.3794539384176,T-shirt,3
4,1,0,Cash,600.8303349521199,Sweater,1
9,4,0,Credit Card,388.8727248810157,Sweater,4
7,3,0,Credit Card,20.214175810486136,Sneakers,4
11,1,0,Credit Card,35.843085301455744,Sneakers,5
6,2,0,Cash,63.71380182676065,Jeans,5
5,1,0,Cash,598.1314327823229,Jeans,2
11,5,1,Cash,286.43545795247263,Jeans,3
9,5,1,Credit Card,152.50881533174163,Skirt,1
2,0,0,Cash,941.7197973594488,Handbag,5
11,1,0,Cash,130.1054804104037,T-shirt,2
12,6,1,Cash,677.2418992606289,Belt,5
2,1,0,Credit Card,895.218580994432,Scarf,4
11,5,1,Credit Card,172.19137056606522,T-shirt,2
12,2,0,Cash,222.582385406428,Sweater,4
9,2,0,Credit Card,578.0753982401975,Sweater,3
12,4,0,Credit Card,513.3641995150098,Scarf,5
3,6,1,Credit Card,525.8171427174049,Handbag,5
8,6,1,Credit Card,559.1313130779077,Belt,2
11,2,0,Credit Card,950.4038868014338,Dress,3
9,1,0,Credit Card,63.299661547280465,Scarf,5
8,0,0,Credit Card,762.844035487871,Belt,1
4,2,0,Credit Card,240.18135818266603,Skirt,5
12,6,1,Credit Card,379.94089347065824,T-shirt,4
1,6,1,Cash,98.39821173541338,Dress,3
4,5,1,Cash,451.1705014620082,Handbag,1
9,5,1,Credit Card,806.1770597523703,Jacket,2
2,4,0,Credit Card,107.7529351476254,Sweater,4
3,4,0,Credit Card,282.84756223809603,Handbag,5
10,1,0,Credit Card,379.3310915902548,Dress,2
8,2,0,Cash,112.8602110567659,Sneakers,1
6,2,0,Credit Card,764.6936418771642,Scarf,1
8,4,0,Cash,789.0775579352512,Skirt,4
7,2,0,Cash,837.5360478021684,Jacket,3
5,1,0,Cash,588.057242758255,Sneakers,2
9,0,0,Cash,512.1664326458322,Scarf,3
4,5,1,Cash,269.9269210165296,Skirt,5
6,1,0,Cash,658.6063876176423,T-shirt,2
2,2,0,Credit Card,450.11785079898806,Scarf,5
2,1,0,Credit Card,971.0686420166145,Scarf,4
2,5,1,Cash,968.497702004712,Handbag,5
10,3,0,Credit Card,906.1530804993871,Scarf,4
7,6,1,Cash,366.4882466341886,Jacket,3
2,5,1,Credit Card,374.2927308005185,Sneakers,4
12,6,1,Cash,854.1464324032786,Scarf,5
2,5,1,Cash,731.8435824240515,Jacket,5
9,3,0,Credit Card,707.3173601198633,Scarf,3
7,2,0,Cash,286.81490097327463,Scarf,2
11,2,0,Credit Card,835.015125438931,Dress,3
3,0,0,Cash,583.6263665403137,Skirt,5
3,5,1,Credit Card,452.39691849618737,Skirt,5
7,1,0,Credit Card,866.7679028669951,Jacket,1
5,0,0,Credit Card,400.2676661442929,Jeans,5
10,2,0,Credit Card,657.3865537490879,Jacket,3
6,2,0,Credit Card,471.2461301840976,Sweater,1
12,4,0,Cash,596.8104281093456,Dress,6
8,0,0,Cash,50.14100693199379,Sweater,5
9,2,0,Credit Card,466.50401154462025,Dress,3
1,3,0,Cash,560.9263944218064,T-shirt,6
3,6,1,Cash,497.7921414021099,Jacket,1
11,4,0,Credit Card,848.9362687817506,Belt,4
7,1,0,Credit Card,318.0127350438984,Dress,1
6,6,1,Cash,885.2357656944951,T-shirt,2
7,4,0,Credit Card,409.4273502078215,Scarf,3
8,5,1,Credit Card,697.5814649380497,Scarf,2
6,5,1,Credit Card,95.85550072722477,T-shirt,4
3,1,0,Cash,208.15254273313445,Sweater,5
2,3,0,Credit Card,763.554351029859,Handbag,5
12,1,0,Cash,22.20539868325401,Skirt,1
7,0,0,Credit Card,968.8424617556284,Dress,6
12,6,1,Cash,198.72261205258303,Jeans,4
12,1,0,Credit Card,902.290946382672,Scarf,3
12,1,0,Credit Card,520.7855779440229,Handbag,3
11,4,0,Credit Card,568.9296132281588,Jeans,4
1,3,0,Cash,93.2904700913148,Handbag,4
3,1,0,Cash,371.56656661579416,Dress,6
12,0,0,Cash,164.65667217269637,Jacket,3
11,4,0,Cash,530.6721794173334,Handbag,5
4,3,0,Credit Card,555.22482421523,Sweater,1
1,3,0,Credit Card,712.5702800884673,Jeans,5
5,2,0,Cash,879.4953763439515,Sweater,2
10,5,1,Cash,473.4980181071621,Sneakers,4
3,6,1,Cash,241.02676637980056,Sweater,5
2,0,0,Cash,340.235944827233,Jeans,5
3,5,1,Cash,848.6189148095478,T-shirt,6
8,4,0,Cash,154.40485022797384,Handbag,3
6,4,0,Credit Card,630.9835175552956,Jeans,2
7,0,0,Cash,22.955025004382072,Sneakers,4
12,3,0,Cash,253.2126351697003,T-shirt,4
6,1,0,Cash,595.4944125264449,Dress,2
6,0,0,Credit Card,461.8479196026441,Jeans,5
12,4,0,Cash,498.613995340799,Belt,6
3,5,1,Credit Card,663.95642995501,Skirt,5
12,6,1,Credit Card,242.2401641743818,Jacket,3
8,0,0,Cash,287.99689092323734,Jeans,1
12,3,0,Credit Card,687.6136253535678,Scarf,4
7,6,1,Cash,542.9084934684303,Skirt,3
7,6,1,Credit Card,24.440956016239348,Jeans,4
6,6,1,Cash,673.6245173325867,Handbag,2
5,2,0,Cash,623.8911203447553,Skirt,2
10,6,1,Credit Card,87.82149806029103,Dress,1
8,2,0,Cash,750.0442998925763,Belt,3
5,1,0,Cash,526.8804443576,T-shirt,2
9,1,0,Credit Card,212.69981111739003,Sweater,1
9,6,1,Credit Card,563.762804435263,Sneakers,3
1,3,0,Cash,599.5039290292932,Jacket,6
6,5,1,Credit Card,920.9175418983348,Belt,6
7,1,0,Cash,744.7229812956588,Jeans,2
3,2,0,Credit Card,308.90511094628727,T-shirt,5
7,3,0,Credit Card,126.95163788855064,Scarf,5
11,6,1,Credit Card,854.652231359973,Sweater,3
11,3,0,Cash,847.6070109966915,Handbag,5
7,3,0,Cash,183.55691457671767,T-shirt,2
11,0,0,Cash,71.50987334590776,Belt,1
2,5,1,Cash,714.7460033178785,Sneakers,5
7,6,1,Cash,725.3560125281192,Scarf,3
1,5,1,Credit Card,185.37231616832526,T-shirt,3
5,1,0,Cash,671.5297409618809,Skirt,2
9,5,1,Credit Card,286.13450724995954,T-shirt,1
7,4,0,Credit Card,268.010857689116,Sneakers,2
7,2,0,Credit Card,331.27275474943906,Sneakers,2
11,1,0,Cash,525.1924028516858,Scarf,4
12,6,1,Credit Card,806.4093840953366,Jacket,4
2,5,1,Cash,503.65731338072993,Jeans,5
8,2,0,Cash,305.0622686678336,Skirt,3
3,6,1,Cash,885.1345557247308,Jacket,1
8,6,1,Cash,64.53905786794103,Jacket,1
3,1,0,Credit Card,799.1205690590996,Scarf,5
10,4,0,Cash,786.5379403426372,Jacket,5
7,2,0,Credit Card,261.01134205279965,Belt,6
2,4,0,Credit Card,206.31223069507686,Sweater,5
4,2,0,Cash,875.9535558806413,Jeans,2
11,0,0,Credit Card,563.282580624721,Jeans,2
6,6,1,Credit Card,55.55124405510047,Jacket,4
11,0,0,Credit Card,891.9241913024713,Jacket,2
9,2,0,Cash,355.515924512117,Dress,4
5,2,0,Credit Card,348.73498827192617,Jeans,1
9,4,0,Cash,646.8550577882746,T-shirt,5
5,6,1,Cash,664.69783337059,Sneakers,2
10,5,1,Cash,359.78295962013067,Jacket,4
8,6,1,Cash,151.84613861791186,Handbag,2
1,3,0,Credit Card,556.7470657359756,Jacket,5
7,2,0,Credit Card,628.9273730284878,Belt,2
4,1,0,Credit Card,861.6201414083839,Jeans,5
5,1,0,Cash,489.59558749141524,Sweater,2
6,1,0,Credit Card,649.2391187725397,Dress,6
5,0,0,Cash,63.86473953771644,Scarf,4
12,5,1,Credit Card,895.5776712041003,Jacket,3
1,4,0,Cash,333.9436550746351,Jacket,1
12,5,1,Cash,635.8989130988888,Sneakers,4
9,0,0,Cash,916.8911150001092,Jacket,3
2,5,1,Cash,812.4205265210402,Jeans,5
9,5,1,Credit Card,641.326818903087,Dress,2
10,6,1,Cash,706.5717497893844,Handbag,4
2,1,0,Credit Card,921.6960648053265,Dress,4
9,2,0,Credit Card,813.972248345327,Dress,3
6,1,0,Credit Card,613.7604699317853,Jacket,6
11,5,1,Cash,662.11567914753,Sneakers,4
9,2,0,Cash,155.79573992355978,Jacket,3
6,6,1,Cash,475.4660029728937,Sweater,2
6,4,0,Credit Card,307.98767120682976,Jeans,2
11,3,0,Cash,437.6509281549172,T-shirt,5
2,2,0,Cash,665.6244047954488,Sneakers,6
8,0,0,Credit Card,157.65958266573804,Scarf,5
3,1,0,Cash,27.202204024644363,Scarf,3
7,6,1,Credit Card,402.9551592004023,Sneakers,2
5,6,1,Credit Card,328.9624713431766,Handbag,1
3,1,0,Credit Card,426.2277391046902,T-shirt,5
1,5,1,Cash,931.9087111652908,Scarf,5
8,5,1,Cash,710.0132602026953,Sweater,3
3,5,1,Credit Card,334.18418685316857,Dress,5
2,6,1,Credit Card,187.48603401433607,Scarf,4
1,5,1,Cash,622.293511314367,Sweater,5
4,1,0,Cash,661.0004889944081,Belt,1
8,2,0,Credit Card,488.7864570390567,Skirt,2
3,4,0,Credit Card,220.63316687593854,Scarf,5
1,2,0,Credit Card,38.269708228165065,Skirt,1
4,0,0,Cash,273.0040904925998,Jacket,5
9,1,0,Credit Card,462.5987942972822,Jeans,2
